Log Start (time: 1533575851765)
INFO    [19:17:47 | Sixteehnth Client]Starting connection to EUNorth2
SUCCESS [19:17:47 | NRelay]           Authorized Sixteehnth Client
SUCCESS [19:17:47 | Sixteehnth Client]Connected to EUNorth2!
INFO    [19:17:47 | Sixteehnth Client]Connecting to Nexus
INFO    [19:17:48 | NRelay]           Adding Seventeenth Client
SUCCESS [19:17:48 | Sixteehnth Client]Connected!
INFO    [19:17:49 | NRelay]           Adding Eighteenth Client
INFO    [19:17:49 | Seventeenth Client]Starting connection to EUNorth
SUCCESS [19:17:49 | NRelay]           Authorized Seventeenth Client
SUCCESS [19:17:49 | Seventeenth Client]Connected to EUNorth!
INFO    [19:17:49 | Seventeenth Client]Connecting to Nexus
INFO    [19:17:49 | Eighteenth Client]Starting connection to EUEast
SUCCESS [19:17:49 | NRelay]           Authorized Eighteenth Client
SUCCESS [19:17:49 | Eighteenth Client]Connected to EUEast!
INFO    [19:17:49 | Eighteenth Client]Connecting to Nexus
SUCCESS [19:17:50 | Seventeenth Client]Connected!
WARNING [19:17:50 | PluginManager]    Error while calling UPDATE hook on PlayerTracker
INFO    [19:17:50 | PluginManager]    TypeError: Cannot read property 'send' of undefined
SUCCESS [19:17:50 | Eighteenth Client]Connected!
WARNING [19:17:55 | Main Client]      Pathfinding is not enabled. Please enable it in the acc-config.
MESSAGE [19:17:55 | TypeError]        Cannot read property 'findPath' of undefined
WARNING [19:17:56 | Secondary Client] Pathfinding is not enabled. Please enable it in the acc-config.
MESSAGE [19:17:56 | TypeError]        Cannot read property 'findPath' of undefined
WARNING [19:17:56 | Fourth Client]    Pathfinding is not enabled. Please enable it in the acc-config.
MESSAGE [19:17:56 | TypeError]        Cannot read property 'findPath' of undefined
WARNING [19:17:56 | Sixth Client]     Pathfinding is not enabled. Please enable it in the acc-config.
MESSAGE [19:17:56 | TypeError]        Cannot read property 'findPath' of undefined
WARNING [19:17:56 | Third Client]     Pathfinding is not enabled. Please enable it in the acc-config.
MESSAGE [19:17:56 | TypeError]        Cannot read property 'findPath' of undefined
WARNING [19:17:56 | Fifth Client]     Pathfinding is not enabled. Please enable it in the acc-config.
MESSAGE [19:17:56 | TypeError]        Cannot read property 'findPath' of undefined
WARNING [19:17:56 | Seventh Client]   Pathfinding is not enabled. Please enable it in the acc-config.
MESSAGE [19:17:56 | TypeError]        Cannot read property 'findPath' of undefined
WARNING [19:17:57 | Eight Client]     Pathfinding is not enabled. Please enable it in the acc-config.
MESSAGE [19:17:57 | TypeError]        Cannot read property 'findPath' of undefined
WARNING [19:17:58 | Ninth Client]     Pathfinding is not enabled. Please enable it in the acc-config.
MESSAGE [19:17:58 | TypeError]        Cannot read property 'findPath' of undefined
WARNING [19:17:59 | Tenth Client]     Pathfinding is not enabled. Please enable it in the acc-config.
MESSAGE [19:17:59 | TypeError]        Cannot read property 'findPath' of undefined
WARNING [19:18:00 | Eleventh Client]  Pathfinding is not enabled. Please enable it in the acc-config.
MESSAGE [19:18:00 | TypeError]        Cannot read property 'findPath' of undefined
